id,session_id,timestamp,delta_raw,theta_raw,alpha1_raw,alpha2_raw,beta1_raw,beta2_raw,gamma1_raw,gamma2_raw,alpha_norm,beta_norm,theta_norm,delta_norm,gamma_norm,meditation_score,distraction,subtle_distraction,sinking,shamatha_score,stability,calmness
2132,24,0.5017390251159668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,24,0.99859619140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,24,1.504796028137207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,24,2.0010745525360107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,24,2.506997585296631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,24,3.0135111808776855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,24,3.520231246948242,11.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,24,4.0249621868133545,11.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,24,4.5315656661987305,5.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,24,5.038313865661621,5.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,24,5.535656690597534,237161.0,29145.0,26349.0,29933.0,18898.0,11113.0,8422.0,7493.0,0.15272543768974695,0.08143891606503825,0.07910565598521906,0.6435266954797155,0.04318972931469981,81.0459733543006,31.92738993011181,0.0,99.97494317727143,20.59408303754712,542.8470906566945,1.215689600314509
2143,24,6.035817623138428,237161.0,29145.0,26349.0,29933.0,18898.0,11113.0,8422.0,7493.0,0.15272791901036792,0.08144005687291238,0.0790956772787831,0.6435416954965663,0.043187867835600385,81.04775503521408,31.925844778313518,0.0,99.9749405741395,20.583690960033774,912.3047495494105,1.2157163255282113
2144,24,6.5411458015441895,25777.0,28279.0,14174.0,27940.0,6846.0,5292.0,3044.0,3388.0,0.18159747454529016,0.08472106944413464,0.10163922109116266,0.5871153911625521,0.04492097388258138,92.66923568198348,23.865867315172704,99.99999999820201,99.8178233921909,25.080857824563555,1287.0882567663105,1.3900385352297522
2145,24,7.047491788864136,25777.0,28279.0,14174.0,27940.0,6846.0,5292.0,3044.0,3388.0,0.2036108553278222,0.08722026217499716,0.11882921378539725,0.5440917509027138,0.046242744663900756,100.95012257250863,19.92655543828392,99.99999999999827,99.38575142060533,28.775019918282855,1634.1226548210998,1.5142518385876296
2146,24,7.5536580085754395,13724.0,23527.0,4308.0,10060.0,17063.0,10060.0,2695.0,1095.0,0.2012878379859777,0.10621184029283777,0.13190568564742217,0.5143725960278158,0.04621727380617609,87.46181764697702,27.172333368762562,0.0,98.76250627273761,24.134870792799,1764.7781806026537,1.3119272647046554
2147,24,8.04827332496643,13724.0,23527.0,4308.0,10060.0,17063.0,10060.0,2695.0,1095.0,0.22179820014861157,0.14223334115269642,0.17397908167477652,0.4143340720228867,0.04764875246211649,77.46429430102727,35.641502605110745,0.0,92.03205518880516,21.987253221762135,1789.0259922339121,1.1619644145154089
2148,24,8.552604913711548,49771.0,35010.0,18934.0,13678.0,6947.0,16799.0,2384.0,6006.0,0.2675645771378368,0.18796569609504518,0.2547833215090483,0.2366811376310014,0.052996077768261166,73.72089479693172,39.864453907247594,0.0,57.59291936353765,23.441770674349037,1777.678177970504,1.1058134219539757
2149,24,9.050815105438232,49771.0,35010.0,18934.0,13678.0,6947.0,16799.0,2384.0,6006.0,0.23506954101719396,0.19672221771149506,0.2510991298519349,0.2639069078043834,0.05319356605230562,62.456424619472166,55.83856710494872,0.0,68.1321315700049,18.7664024454687,1718.5809411739558,0.9368463692920825
